loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,residential_assets_value_clean,income_bin,loan_bin
9613755,5,not graduate,no,6064381,16982784,16,399,550954,598560,10653911,4335097,rejected,550954,mid,mid
13864978,4,not graduate,no,1883599,7271361,16,724,3900833,4225367,2007027,2022281,approved,3900833,low,low
13071455,4,not graduate,yes,1286630,5183529,16,370,3297,48662,6432187,1841221,rejected,3297,low,low
3171055,2,not graduate,yes,1640273,8407567,4,598,17621999,813541,8805564,2906275,approved,17621999,low,low
5277882,2,not graduate,no,7908267,14692913,8,351,6654442,4194284,14884732,6663276,rejected,6654442,high,mid
14627345,2,not graduate,no,414831,4351722,16,861,8872313,5346982,2389109,769393,approved,8872313,low,low
13335016,5,graduate,yes,5864350,16592121,18,565,16962869,7496035,11331360,5871056,rejected,16962869,mid,mid
7132244,3,graduate,no,7010497,20893208,8,581,7630178,2016934,15520624,2821450,approved,7630178,high,high
5425062,5,not graduate,yes,3888773,6217565,4,383,4131834,210657,3134029,3215598,rejected,4131834,mid,low
12313766,3,graduate,yes,2433140,8760365,6,528,10898514,700712,3096153,690330,approved,10898514,low,low
1530765,5,graduate,no,3270906,4424569,4,538,1109379,2350134,3980427,2299827,approved,1109379,low,low
644398,4,not graduate,yes,2152796,11673706,2,578,10559737,383537,8679369,2712972,rejected,10559737,low,mid
981977,0,graduate,no,8603713,27125627,6,393,3543150,6303249,25381305,9347118,rejected,3543150,high,high
2062480,2,not graduate,yes,5237279,11082625,10,341,1840720,6949,11879996,4535385,approved,1840720,mid,mid
12769219,3,graduate,yes,1641654,9613019,20,564,1512893,3006928,11706127,1687777,rejected,1512893,low,mid
2418831,1,not graduate,no,5713826,14831206,14,641,10124871,12772256,19215464,2924804,approved,10124871,mid,mid
12546133,1,graduate,yes,6077807,15771148,10,351,9176211,755352,13552491,1980360,approved,9176211,mid,mid
8578551,1,not graduate,yes,9536945,32798628,14,517,20790272,7048624,32420305,11240027,rejected,20790272,high,high
5744870,2,graduate,no,338804,1284927,20,620,53407,119251,1162585,1223869,approved,53407,low,low
836150,5,graduate,yes,3614642,7532029,12,828,3287640,2118463,8704500,2601251,approved,3287640,mid,low
5825479,3,graduate,no,1618381,1787049,10,427,3020832,3707885,1321808,506825,rejected,3020832,low,low
9866904,2,graduate,no,8021469,22509507,18,356,5847954,11868016,25310138,9033134,approved,5847954,high,high
7391163,3,not graduate,yes,8727049,23019675,10,508,19663720,8001092,17067038,7944280,approved,19663720,high,high
1495768,0,graduate,yes,2068812,13645371,4,707,2815704,2081906,7312820,3380404,approved,2815704,low,mid
11517348,1,not graduate,no,9573666,20145793,12,757,18880268,6766217,24031725,9588442,approved,18880268,high,high
5357396,0,not graduate,no,1742150,9564165,14,642,583594,4925502,5670053,888228,approved,583594,low,mid
5544874,3,graduate,no,7056717,11268211,12,813,9080989,3328582,11002697,5640575,approved,9080989,high,mid
914369,2,not graduate,no,1407242,5668055,18,708,5941480,1945146,4569122,3979016,rejected,5941480,low,low
15338314,5,not graduate,no,6896416,16503647,10,848,3481502,2351683,24826137,7770549,approved,3481502,high,mid
8417711,4,graduate,no,2144868,8387544,6,516,690524,7275900,9040357,1224717,approved,690524,low,low
2184417,1,not graduate,yes,5444447,13103578,10,715,17330461,7365150,20371256,3514709,rejected,17330461,mid,mid
15719068,0,graduate,yes,6692700,22882839,18,668,132656,10199952,8486471,4779198,approved,132656,mid,high
13808734,0,graduate,no,2977842,6242198,10,688,6682689,5627319,10793791,2922789,approved,6682689,low,low
9051236,5,not graduate,yes,1600841,6847945,20,632,12297886,2844403,3590815,2508057,rejected,12297886,low,low
13591083,1,graduate,yes,5270958,18043332,8,726,3718520,2344869,16095901,4274090,rejected,3718520,mid,mid
8759207,5,graduate,yes,3199540,5601312,2,353,316053,6136286,5512313,2488321,approved,316053,low,low
10158631,3,graduate,no,5149726,11450343,4,715,572353,6513028,11399255,5499057,approved,572353,mid,mid
13763231,4,not graduate,yes,4273137,20865209,12,429,17994710,4707379,7629884,2306963,rejected,17994710,mid,high
3038389,0,not graduate,yes,8983743,14958842,2,450,3264656,10193981,22404198,9233661,rejected,3264656,high,mid
16101074,3,not graduate,yes,3118183,11960601,4,536,1392691,6105254,4718086,3802569,rejected,1392691,low,mid
7401275,0,not graduate,no,1572401,6201896,14,391,5904822,2751423,7549191,1285798,rejected,5904822,low,low
6505705,3,not graduate,yes,8512748,29052010,20,364,2307838,4744969,24814316,8186498,approved,2307838,high,high
5507838,3,not graduate,yes,9780986,38387251,2,774,9380456,14977328,36028105,11195831,approved,9380456,high,high
12418629,2,graduate,yes,4603203,14251612,2,381,8003291,9160715,16266440,4896705,approved,8003291,mid,mid
10993473,0,not graduate,yes,1180286,5308432,18,783,2404422,80376,4215797,1219454,rejected,2404422,low,low
4500381,2,not graduate,yes,1748487,6145390,8,676,1579329,1943137,7038477,2276509,rejected,1579329,low,low
1942131,5,not graduate,yes,6478777,29100667,14,333,28065094,13883667,26606352,5015947,approved,28065094,mid,high
13092368,5,not graduate,yes,1821050,4966793,16,639,1631485,1011028,6496152,1818712,approved,1631485,low,low
2591994,3,not graduate,yes,4270086,20630530,20,664,6479992,8063011,14303935,3623061,approved,6479992,mid,high
14394599,2,graduate,yes,5228612,17778990,18,775,4649875,1764417,15091690,3668327,approved,4649875,mid,mid
9692758,0,not graduate,yes,1815516,10822425,12,603,1861509,9843979,4662757,3401945,approved,1861509,low,mid
11409986,2,not graduate,yes,2274637,6133363,18,867,75956,9154165,4240491,1078342,approved,75956,low,low
16159787,2,not graduate,no,4533721,11282919,4,732,22438097,10537169,12801875,5253853,approved,22438097,mid,mid
13596206,3,not graduate,no,7509050,23039143,12,322,4126948,2177323,25642920,7173735,approved,4126948,high,high
16635811,5,graduate,no,4205183,17557339,20,840,7014184,4934129,15469650,2854922,approved,7014184,mid,mid
14128355,5,graduate,no,2509452,7608450,8,458,395326,8451642,11163291,2176829,rejected,395326,low,low
14858962,3,not graduate,yes,7628105,15672705,6,406,14912656,1836430,23327847,7525218,rejected,14912656,high,mid
12851882,0,graduate,no,1218980,9739423,18,855,660697,3799509,5426419,776434,approved,660697,low,mid
13239632,2,graduate,no,7140570,11770126,10,852,1424795,778883,21998912,4885942,approved,1424795,high,mid
8878210,2,graduate,no,8985693,28355370,8,366,18996970,16210340,25796104,10939801,approved,18996970,high,high
15464266,1,graduate,yes,8280622,14646574,8,728,8895642,1565576,20323635,7056095,approved,8895642,high,mid
12945796,5,not graduate,yes,2324368,1146912,10,419,-89309,775870,5074499,2261708,rejected,2021266,low,low
1412917,2,not graduate,yes,2958478,7645060,2,900,1028118,2720684,13132403,1974738,approved,1028118,low,low
16415467,4,not graduate,no,5887723,10772931,14,505,21669319,5010009,15340014,3209205,approved,21669319,mid,mid
11417047,4,graduate,yes,7426387,13409006,8,878,12027106,1057475,11727052,6590420,approved,12027106,high,mid
12741999,0,not graduate,yes,2144048,7717691,4,378,4100346,917953,12421465,3165507,rejected,4100346,low,low
13566279,3,graduate,no,2933938,4643111,8,377,2559239,4217505,7106873,2696097,rejected,2559239,low,low
791646,2,not graduate,no,4110628,13861258,8,430,6364054,1713112,15436302,2810619,approved,6364054,mid,mid
7653752,1,graduate,no,7546019,16809783,8,332,16671303,7127784,13651408,4978341,rejected,16671303,high,mid
6184493,3,graduate,yes,5696905,9977310,16,343,23128757,1522730,14944041,3137729,rejected,23128757,mid,mid
11418465,5,not graduate,yes,8149616,25954155,4,541,4883490,1077036,12192625,7026580,approved,4883490,high,high
12830522,0,graduate,yes,4815994,16905609,18,727,8782827,2429157,15268209,6526584,approved,8782827,mid,mid
15744262,5,graduate,no,4230274,7942170,2,754,9818784,4469163,11782859,1563430,approved,9818784,mid,low
8173758,1,graduate,no,7722640,15449072,14,728,21389205,4380183,14580146,5192204,approved,21389205,high,mid
42715,0,not graduate,no,474542,4051071,6,643,459711,2556971,4055445,3536781,approved,459711,low,low
12358554,1,graduate,no,8808883,21132002,10,584,15059339,8030832,25483453,11947761,approved,15059339,high,high
15116062,3,graduate,no,6430540,22889889,14,311,13220215,12168372,20052685,4889737,rejected,13220215,mid,high
6141028,1,graduate,yes,1770991,6220683,18,307,7133295,1582538,5919273,930165,rejected,7133295,low,low
8343747,0,not graduate,yes,9305681,27308302,8,425,8142800,8904242,19150482,6330417,rejected,8142800,high,high
13957482,3,not graduate,no,309051,1251236,6,900,-36186,1299002,715586,216841,approved,2021266,low,low
10615966,0,not graduate,no,7340795,19002914,14,749,6907857,5890509,21654156,6130489,approved,6907857,high,high
9445504,2,graduate,no,4571128,6055538,4,764,8335486,2351318,7977731,2361840,approved,8335486,mid,low
3561588,3,not graduate,no,3720811,10866256,12,817,1768331,1923078,9341687,1531814,approved,1768331,mid,mid
12220924,0,graduate,yes,6973222,9853391,10,749,14029070,5922579,14770180,5586278,approved,14029070,high,mid
13705552,4,graduate,yes,5207471,17998826,16,687,6102358,167363,11650242,2589979,rejected,6102358,mid,mid
10248800,4,not graduate,yes,5907041,5576340,20,453,6453293,1346218,14271747,4169449,approved,6453293,mid,low
9152610,2,graduate,yes,5368429,13327638,18,813,5983899,3563041,3852381,3778764,approved,5983899,mid,mid
16726107,2,not graduate,yes,8857964,36472736,10,552,14267149,12428209,32556836,9897188,approved,14267149,high,high
16256579,3,not graduate,no,8777163,15804757,8,724,15128835,1676646,24998252,12845297,rejected,15128835,high,mid
16417303,1,not graduate,no,804703,1085250,12,865,1191673,1546709,2416556,1867851,approved,1191673,low,low
7174200,5,not graduate,no,5346414,9273011,20,652,11969697,4988579,13396871,4804334,approved,11969697,mid,low
2942428,5,graduate,no,3764918,19069460,6,783,5922499,5029280,14460964,5165677,approved,5922499,mid,high
6024450,1,graduate,no,9264924,27508029,20,412,14783819,16447470,32638825,9108082,rejected,14783819,high,high
15461587,5,not graduate,yes,5281447,21808471,10,527,2130257,13080666,20109725,5970955,rejected,2130257,mid,high
8519116,1,not graduate,yes,2380724,6407757,10,788,2473224,184736,4724069,2775348,approved,2473224,low,low
14115546,3,not graduate,yes,4345402,10284504,6,751,1399778,1903127,7997892,1400364,approved,1399778,mid,mid
16215153,3,not graduate,yes,2660611,2617131,10,815,4141811,6400750,7783603,3706345,approved,4141811,low,low
16599496,2,graduate,yes,4137845,11695730,14,739,5036824,996077,12021322,5290270,approved,5036824,mid,mid
14627774,5,not graduate,yes,7424194,12744184,12,893,3623496,1313818,14917559,5092364,approved,3623496,high,mid
15654525,3,graduate,no,1936067,8045770,10,351,221911,1030437,12475854,3350177,approved,221911,low,low
2984470,4,not graduate,no,995390,2986896,20,613,228620,1676961,1214555,1421892,rejected,228620,low,low
1441265,2,not graduate,no,2823866,5419730,14,496,3042027,13485,3482569,1477046,approved,3042027,low,low
11235584,1,graduate,no,7885407,31259560,2,645,6662587,627637,23507078,7465471,approved,6662587,high,high
15177461,5,not graduate,no,9506265,30597180,10,473,19200530,5520231,33577191,11817004,rejected,19200530,high,high
11462686,4,not graduate,no,9851015,36735156,2,558,23501032,8422596,37122843,7682482,approved,23501032,high,high
16444559,0,graduate,no,7583411,25440429,20,803,3109905,13902497,31401818,6830360,approved,3109905,high,high
10703676,5,not graduate,yes,6632658,27966599,14,634,22068454,6369302,12474931,11157834,approved,22068454,mid,high
11682739,5,graduate,yes,9687157,28247642,4,522,25958027,11554884,32502599,11255531,approved,25958027,high,high
6428728,5,not graduate,no,1359730,7160056,16,900,5135651,3072756,11391134,4139817,approved,5135651,low,low
9091670,0,graduate,no,5339781,10736165,14,643,3150619,3914070,10081063,5420874,approved,3150619,mid,mid
8419259,3,graduate,yes,2497893,11101081,12,546,7407646,11635068,14070853,6168041,approved,7407646,low,mid
15034397,3,graduate,yes,977142,8584807,18,688,6398336,3933660,4173114,1296258,rejected,6398336,low,low
1834732,3,not graduate,yes,1314796,4237520,20,646,59425,1779802,2117295,2930972,approved,59425,low,low
16302540,2,not graduate,yes,5587112,6271548,14,336,11285896,5282070,12962050,5698850,approved,11285896,mid,low
8258916,3,not graduate,no,425813,805878,2,423,1147862,111291,491309,296804,rejected,1147862,low,low
11310961,2,graduate,no,6892900,12083896,12,686,24657561,3467135,13494139,6950993,approved,24657561,high,mid
7106242,3,graduate,no,4964815,11266011,6,407,824493,5748947,12361093,2358848,approved,824493,mid,mid
8596802,2,not graduate,yes,6026795,14847084,2,639,3014853,4540465,7238630,3339343,rejected,3014853,mid,mid
286721,2,not graduate,no,8134586,10201822,12,461,11862498,15195391,11384028,2940206,rejected,11862498,high,mid
3804160,0,graduate,yes,6978249,15733633,14,422,5507550,8685532,21814574,6316238,rejected,5507550,high,mid
10606362,5,graduate,no,3913929,15236526,10,516,11478298,2477370,10652513,2160834,rejected,11478298,mid,mid
2629389,5,graduate,no,2438933,7259112,14,641,13407079,8639628,3532603,1570971,approved,13407079,low,low
3870197,2,graduate,yes,3315630,10535338,2,401,4511133,9694028,4134895,2956538,approved,4511133,low,mid
16400254,4,graduate,no,3866551,22627821,4,832,6973599,9930183,16710814,8589129,approved,6973599,mid,high
7341365,2,not graduate,yes,2484193,13991241,8,464,4014030,14330635,9650652,4211130,approved,4014030,low,mid
2573385,1,graduate,no,3642090,4883776,12,332,6936692,1089941,13915653,4601341,rejected,6936692,mid,low
4498753,3,graduate,yes,5850896,12564317,20,385,2740413,3142668,11173128,5075787,approved,2740413,mid,mid
5687441,5,not graduate,yes,4032115,10321295,18,442,2451396,3950170,10805773,2661678,approved,2451396,mid,mid
37591,3,not graduate,yes,9310487,30080125,10,753,18722678,8459497,25924874,8480297,approved,18722678,high,high
8455726,1,graduate,no,6661618,20050673,10,523,21872209,3837521,14336889,7389366,approved,21872209,mid,high
5490786,2,graduate,yes,9871262,38712483,6,791,26569590,10751252,34709900,13319758,approved,26569590,high,high
15876256,4,graduate,yes,4261243,11459768,20,635,12578339,7659964,4762464,5423208,approved,12578339,mid,mid
912588,0,not graduate,yes,9029630,28525212,10,354,5633862,1373933,20369449,6640687,rejected,5633862,high,high
16671870,0,not graduate,no,7514000,31406901,14,331,8362132,5322676,29470687,8098640,approved,8362132,high,high
9891645,4,graduate,no,2356485,6655453,16,870,4678563,2448918,7885772,3349784,approved,4678563,low,low
11118804,4,not graduate,yes,3776131,11461512,4,890,1443296,5254105,11078908,1597006,rejected,1443296,mid,mid
11009591,5,not graduate,no,2156415,11259613,18,768,5318779,10197401,10301200,4909836,approved,5318779,low,mid
1667505,1,graduate,yes,7153304,18434060,4,824,24603799,12766697,14410310,7079554,approved,24603799,high,mid
6601873,5,not graduate,yes,4298497,8023493,14,656,2234414,302625,9853599,2173779,approved,2234414,mid,low
9098566,4,not graduate,no,9653350,35395899,10,456,19455819,8482681,34029914,11539326,rejected,19455819,high,high
3524434,1,graduate,yes,8875257,24049824,10,521,14581058,3247144,21205266,7876096,rejected,14581058,high,high
3919728,0,not graduate,yes,6879563,6276056,10,563,4466128,222684,10136197,4129835,rejected,4466128,high,low
16061046,3,graduate,no,315617,852406,2,691,1538419,336785,3824016,860669,rejected,1538419,low,low
11246254,5,graduate,yes,6571235,18621560,20,395,9651554,9703945,22067576,8554983,rejected,9651554,mid,mid
4706146,0,graduate,no,1811956,8038953,4,696,5844358,1986252,10231017,2035556,approved,5844358,low,low
9842145,2,not graduate,yes,3482540,21740807,6,747,1913029,5365060,10761095,7105132,approved,1913029,low,high
7833970,4,graduate,yes,1636059,3383192,6,899,1773684,3912899,2598561,1924549,approved,1773684,low,low
16449053,2,graduate,yes,4430693,17431689,18,343,9181581,8983364,15354533,2093350,rejected,9181581,mid,mid
10767766,5,graduate,no,2003461,11032493,14,368,5595410,287087,2648465,495859,approved,5595410,low,mid
876991,1,graduate,no,4325441,23292112,18,724,2547910,1335546,16432187,4858960,rejected,2547910,mid,high
8115868,5,graduate,no,8477652,27710529,4,640,18134174,7819997,20622663,8048579,approved,18134174,high,high
10942322,2,graduate,no,5551731,16442890,10,551,1957127,5203837,21410427,6221111,approved,1957127,mid,mid
14200411,0,graduate,yes,8612530,18088187,10,647,4283110,9553737,17691773,9166844,rejected,4283110,high,mid
7898767,3,not graduate,yes,6188399,10469601,6,745,7494016,3670585,16534941,1551853,approved,7494016,mid,mid
1334743,4,graduate,no,7986008,25175058,18,352,15025299,3681621,25246818,7891056,approved,15025299,high,high
6512833,1,graduate,no,4715776,17314939,4,625,5339646,9974828,21391897,4825373,approved,5339646,mid,mid
13132927,1,not graduate,yes,7436466,20419688,2,371,8022322,1985630,8840335,4951331,rejected,8022322,high,high
4772012,0,not graduate,yes,1153796,1807991,18,689,738192,17606126,1732498,1332089,rejected,738192,low,low
