loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3475039,5, Not Graduate, No,7590973,20764762,12,816,8272776,2276884,17377189,4305593, Approved
9772860,1, Graduate, No,4515902,15008959,6,317,21097108,9504108,24377355,3549178, Approved
11263783,3, Not Graduate, Yes,8016407,16711272,12,395,7630203,6739832,21460085,8785768, Approved
15381993,1, Not Graduate, Yes,8093775,16186757,8,862,13528714,5968343,14491751,4479919, Approved
4340202,3, Graduate, No,4652956,9715504,6,538,12598365,2513186,15603685,2664574, Approved
10080854,1, Not Graduate, No,3912668,21511183,12,318,5324676,3392355,11271128,9298289, Rejected
12684968,0, Not Graduate, No,2662490,6791346,14,472,1698541,3831103,6633553,3772217, Approved
11028439,2, Graduate, No,3648697,6731740,18,591,4215567,1786083,16093099,3537436, Approved
3521104,0, Graduate, No,5950030,16307159,4,667,14346125,6619903,20116524,2716396, Approved
16119793,4, Graduate, No,3179633,7548282,12,893,3498537,1997577,6616307,2910617, Approved
15901382,5, Graduate, No,4950120,13123941,4,736,16242029,2173272,7457422,2474318, Approved
12094516,4, Not Graduate, No,4105695,4975901,14,561,350218,1016753,4312428,2815354, Approved
6275228,4, Not Graduate, No,9106288,27566660,20,804,7843322,15815390,27145506,10997279, Rejected
12740107,3, Not Graduate, No,464913,2100389,14,659,1380215,4213575,1666539,1135606, Approved
3773946,1, Not Graduate, No,2853839,6350382,10,380,1980620,1035679,2359831,953221, Rejected
8687316,2, Not Graduate, Yes,2866176,4830667,6,883,1720140,2931944,8066228,2354328, Approved
7416778,1, Graduate, Yes,7342316,19043390,6,481,5626947,10044279,29415906,7057520, Approved
16688000,4, Not Graduate, Yes,4191595,9172919,18,444,1264047,5986813,18337364,5928622, Approved
3652153,0, Graduate, No,8962504,27985785,18,880,13874365,5111533,31557449,10548674, Rejected
12265295,5, Not Graduate, No,9429863,27034230,10,421,7029149,10705541,31390913,11266022, Rejected
14690971,0, Not Graduate, No,4611690,12107301,8,842,6896137,917315,12098349,4529535, Approved
1937247,1, Not Graduate, No,6189342,5874709,18,718,1454649,3824205,7984731,2867997, Approved
2347225,1, Not Graduate, Yes,7293985,15449356,6,302,10416115,278359,6239369,4570727, Rejected
16094438,2, Graduate, Yes,5834233,10599171,16,724,2512423,2065177,9603327,3506939, Approved
16048087,2, Graduate, No,7639968,26214189,10,441,7644428,13305139,28546105,9862041, Rejected
5825621,3, Not Graduate, No,7475928,21714414,8,677,17845673,11499245,16066598,5974153, Rejected
11160263,1, Graduate, Yes,8420212,28734609,10,609,10872288,11081925,25243474,6592703, Approved
5978618,1, Graduate, Yes,6009059,10956532,16,814,4772880,3418837,15970474,5622840, Approved
2477052,4, Not Graduate, Yes,5132906,6848043,10,531,373901,2976577,19753466,3285897, Approved
9870594,5, Graduate, No,2059958,7625325,8,737,38536,1391879,4219172,2259436, Approved
3556825,1, Graduate, Yes,4003884,13867883,4,388,18097107,6913786,15787158,3238724, Rejected
6109807,0, Not Graduate, No,4620408,4060163,12,806,5830287,2722281,8329870,1555581, Approved
4401304,4, Graduate, No,5406242,15900758,2,335,2167694,2282740,5832429,3325455, Rejected
4477805,3, Not Graduate, No,7423963,19630173,10,780,15862182,6491164,19808407,4861132, Approved
3078522,0, Graduate, No,8556674,19998879,2,612,4100012,478282,21852657,7454564, Approved
9962868,0, Graduate, Yes,6424872,15752359,18,714,12099244,5356124,8413597,2140282, Approved
327753,3, Not Graduate, Yes,1226029,6717644,2,696,-54628,3690417,7716973,3981322, Approved
5116036,5, Not Graduate, Yes,4360422,11828194,6,674,2568548,10237426,8184561,5830869, Rejected
11409110,3, Graduate, Yes,2661710,4229484,18,479,621350,6824926,6438747,3304350, Approved
61758,1, Graduate, No,889924,3374029,14,461,5076232,1302008,6030875,732150, Rejected
559477,5, Not Graduate, No,1527744,5608466,16,687,3776943,566135,3251741,720714, Approved
8875573,5, Graduate, Yes,2277631,4107372,16,805,2253476,602934,7747752,1341651, Approved
3363523,1, Graduate, Yes,915624,9241503,16,366,5436283,2352795,8927342,5601116, Approved
8872233,0, Not Graduate, No,1974958,9109004,8,473,12919635,9906340,7059198,4542958, Rejected
925195,1, Not Graduate, No,800324,5977819,16,318,9037254,1079809,1801017,2286585, Approved
16576909,0, Graduate, No,9645075,35479649,12,533,15166255,7362157,31997168,9106940, Rejected
10321692,3, Graduate, Yes,9574146,34310364,20,740,21060490,7449877,29775815,8515687, Rejected
10415313,5, Not Graduate, No,5176341,7020566,10,414,13795541,1690683,7370679,2126169, Rejected
6343240,2, Not Graduate, Yes,9436124,26832181,10,404,3240312,4332778,28952531,11334159, Rejected
11238745,1, Not Graduate, Yes,8626789,23078856,2,758,12933348,366967,22953594,8536095, Approved
32769,5, Not Graduate, Yes,2165641,3184143,16,749,1464911,6167417,4313642,3095550, Approved
14729592,5, Graduate, Yes,9405588,35001205,20,452,12680941,9607558,25706341,12082714, Rejected
14744082,0, Not Graduate, Yes,7860067,24646871,4,823,16832514,2620978,26320816,8216708, Approved
12014727,2, Not Graduate, Yes,3819282,11108456,12,468,7057148,8774526,11400273,6080701, Rejected
2028693,1, Not Graduate, Yes,6774333,16130723,16,786,18244785,6702538,14512743,4883114, Approved
5680371,0, Not Graduate, No,2560098,7712920,20,426,11251784,2312341,4455214,1566597, Rejected
1360936,5, Graduate, No,8343749,31814496,14,670,11500721,11938837,23583415,8533607, Approved
267719,2, Not Graduate, No,5910733,8350707,18,693,1686816,981125,9241971,3476648, Approved
11200821,5, Not Graduate, Yes,2150639,6852092,2,651,3331739,1975119,4812008,2873938, Approved
9058758,1, Not Graduate, Yes,9578717,34738402,8,531,3551267,1127227,30391003,12110036, Rejected
7849460,1, Not Graduate, No,4048383,11959727,8,433,1744220,2101468,13428667,4030336, Rejected
16174787,1, Graduate, No,5114193,24808244,10,666,4541070,3071490,22673566,6112096, Approved
6080912,5, Not Graduate, No,511024,1875926,14,467,260335,3255032,2081749,323813, Rejected
4611530,4, Not Graduate, Yes,7805545,22764309,20,887,5593871,1854323,18189511,5341316, Approved
9286083,0, Not Graduate, Yes,9305517,34008250,4,454,2023756,8304981,30158141,11721953, Rejected
5456128,3, Graduate, Yes,7517614,23272243,4,900,1899357,4037859,19629431,10785158, Approved
12865637,3, Graduate, Yes,4899120,5507935,20,401,1767498,2393841,9243980,2191149, Rejected
8911688,2, Graduate, Yes,8311926,27432964,16,899,1710564,1479681,20068654,7198857, Approved
2619904,1, Not Graduate, No,2666189,9137367,14,423,3137693,8951014,9745482,3855789, Rejected
6912500,3, Not Graduate, No,8666682,24662774,10,521,1313050,16758530,22439728,5991815, Rejected
15309908,2, Graduate, No,4577892,14414583,10,567,9167286,10399156,12442919,4156342, Rejected
4893906,0, Graduate, Yes,8944553,17492584,2,885,5658343,13971960,23929930,10237862, Approved
8800658,2, Not Graduate, No,9369244,34368684,6,366,18723486,15910724,34121394,10771244, Rejected
13454855,1, Not Graduate, Yes,5806736,11023046,12,302,17387633,3419171,11766772,2966824, Rejected
16357327,2, Not Graduate, No,766678,3086364,6,839,987588,2340964,1969674,994728, Approved
8939623,3, Not Graduate, No,9243462,32239687,14,461,23640844,13413174,33505781,9985604, Approved
15722903,1, Not Graduate, No,6666700,13207710,6,304,3556519,14005210,18377955,9114454, Rejected
1849937,0, Not Graduate, Yes,5054956,11854667,6,872,1858534,6198027,11554578,3218418, Approved
8204937,1, Graduate, Yes,3610961,10455335,12,331,9474239,2424205,7797474,1108975, Approved
5118612,5, Not Graduate, Yes,9238905,21692987,16,776,1248267,3809322,32516287,6782299, Approved
16297451,1, Graduate, Yes,9818661,30783582,18,506,13378001,6299358,34450281,11696016, Rejected
9530593,3, Graduate, No,260160,890553,4,561,2600830,112821,1692604,235297, Approved
13216469,0, Not Graduate, No,6288418,14944822,10,576,10028106,3829626,23984502,4847669, Approved
324951,0, Not Graduate, No,5061972,15140980,4,623,2393899,971156,18110653,5388231, Approved
10653813,0, Not Graduate, No,6160187,23790484,18,649,6577297,9802701,15550192,5095079, Rejected
4476198,2, Graduate, No,7506646,21166841,14,837,6023914,3907285,15434625,5410297, Approved
8413418,4, Not Graduate, Yes,9490768,24609219,2,599,27132427,7955980,34682476,8374428, Rejected
4549214,2, Graduate, No,2088809,5082793,16,789,7010824,4656717,8364983,4604981, Approved
7170571,0, Graduate, Yes,2729465,5359796,14,577,497101,3123959,1996314,733044, Approved
6032045,4, Not Graduate, No,3175123,10331046,8,759,4844307,5279328,10510594,1598296, Approved
1773188,5, Not Graduate, No,7268308,18358327,2,447,5124390,13687944,16662700,4321800, Rejected
1739414,3, Graduate, No,7240037,12811449,16,442,18515470,6964768,19250263,7293264, Rejected
769261,0, Graduate, No,7233081,20262855,4,807,16672196,6676330,21964823,7743265, Approved
16283652,4, Not Graduate, Yes,6738212,17844752,2,634,12448705,3408582,13513473,5117535, Approved
13427306,3, Not Graduate, No,1693440,11434645,8,743,1435082,1324728,6963412,3774917, Rejected
16081097,0, Not Graduate, Yes,2507072,13335916,14,768,2806507,2042795,3578604,3931433, Approved
10907413,5, Graduate, Yes,5483467,11260288,2,841,15669729,2505374,18224504,4932233, Approved
9586342,3, Graduate, Yes,3602613,14490228,8,671,7727107,1683058,12547036,2569415, Rejected
16151803,4, Not Graduate, Yes,6030315,13314163,14,327,672799,7623717,15241414,3009965, Approved
15897318,1, Not Graduate, No,7231410,23080174,8,575,13735532,11225223,23729574,5055013, Rejected
10449493,1, Graduate, No,6987142,18932051,14,795,10127163,14437025,14602618,3182926, Approved
15430241,5, Graduate, No,7181786,23264962,16,675,11566266,7204788,26584859,7695753, Approved
1733481,1, Graduate, Yes,2539405,5727324,12,348,8100767,9096076,10957957,7296810, Rejected
14433946,3, Graduate, No,8334295,22917969,16,853,11914237,7891397,21092056,7940100, Approved
11332557,5, Graduate, Yes,8106718,30363410,18,683,21454324,10426628,18997718,9111264, Approved
3365662,3, Graduate, No,9086830,18329613,10,331,11661221,970758,21762624,4946952, Rejected
6281418,1, Not Graduate, Yes,4151731,3848998,12,501,3577043,7291854,10502506,2997327, Approved
9737040,5, Graduate, No,6866478,26585323,12,770,16990452,8957340,17149701,4136939, Approved
16094848,5, Graduate, Yes,808388,3950275,20,429,1483,2494259,3662564,1689389, Approved
2809032,3, Graduate, Yes,809381,3246864,20,675,606226,248804,2605640,1164985, Rejected
16121854,0, Graduate, No,9261908,25459894,18,552,2944169,9043994,18632359,3656126, Rejected
14661928,0, Not Graduate, No,1718754,11610859,6,697,2332828,3639869,4249330,3280125, Approved
9426690,1, Graduate, No,5480566,19995637,8,722,4082139,2245993,13349266,5614367, Rejected
15745137,2, Not Graduate, Yes,3724303,12051848,4,413,293108,182024,4516363,2530067, Approved
13505726,1, Not Graduate, Yes,5315921,10542317,12,872,11512088,120416,10475433,4118853, Approved
14121282,1, Graduate, No,3927627,9584179,4,857,2636723,568248,4603890,3566151, Approved
11737607,4, Not Graduate, Yes,8895651,25307128,2,461,19971533,805208,20820481,8675539, Approved
11749445,4, Graduate, No,6221408,15770813,14,427,548866,605424,12438776,2221629, Rejected
13113472,2, Graduate, Yes,2459480,8582342,4,419,1720358,4174666,8936183,3052630, Approved
11252746,0, Not Graduate, No,4832048,8395338,18,466,364139,13570127,12082115,5259753, Rejected
7996020,1, Graduate, Yes,9892102,36595569,16,594,26220349,16626855,37246531,13386028, Approved
13432610,5, Graduate, Yes,9519574,32572728,2,566,8984512,10762383,34265978,10242783, Rejected
6005778,4, Graduate, Yes,9730751,32902449,6,626,26950536,9651237,33687413,12132016, Approved
6106319,2, Graduate, Yes,7017639,28318723,18,327,2075338,13584790,18535424,7016252, Rejected
7132703,4, Not Graduate, Yes,9545099,19271683,4,327,12576587,14073636,18436530,9670337, Rejected
354910,5, Not Graduate, Yes,4019286,16970013,14,387,13646538,1438549,11142708,3731489, Approved
10330700,3, Not Graduate, Yes,9846204,28480791,2,457,16111544,4520369,31945562,10464854, Rejected
1496355,4, Graduate, No,746558,2867925,14,880,301274,1642975,3750871,581552, Approved
9949662,4, Graduate, No,5248997,12817268,4,733,4758772,8598448,15073367,4591325, Approved
11807002,0, Not Graduate, No,5952773,16470330,18,790,4699729,4510076,12726624,5129933, Approved
7639175,5, Graduate, No,8260099,16828112,12,335,879771,1051045,15151434,9516993, Rejected
4826571,0, Not Graduate, Yes,9613289,34104739,14,508,17357750,10174717,30691300,11092773, Approved
10352271,3, Graduate, No,462732,1170011,16,645,1519793,1382726,1323699,815808, Rejected
13762870,3, Graduate, No,4871075,12690815,12,535,3970740,351165,10900209,3274084, Rejected
6257078,4, Graduate, Yes,7894931,25091491,14,321,14418917,4687402,21296573,8682176, Rejected
3919589,0, Graduate, No,5864951,14850716,8,748,3656259,3188157,10353249,4698536, Rejected
1072685,0, Graduate, No,4080660,10500253,10,379,9778937,1097627,5768872,4444789, Approved
4065083,1, Not Graduate, Yes,2426057,5440067,18,704,863890,894868,2706813,642470, Rejected
10537823,0, Not Graduate, Yes,5763143,19008518,10,715,11950582,5944383,16307069,5701528, Approved
9688459,0, Not Graduate, No,7376045,12846198,4,587,1729539,5042972,12700012,4489628, Approved
15249669,5, Not Graduate, No,5405881,21010919,20,855,9103504,10880739,19591404,4236503, Approved
11911044,4, Graduate, Yes,2704429,13550163,8,635,3505818,1296887,4350548,6229576, Approved
13914384,3, Not Graduate, Yes,2723380,9145754,20,742,6614169,272112,8795121,1439238, Approved
12530470,2, Not Graduate, No,2338519,2815100,12,559,-37176,2402804,4529488,3295774, Rejected
2981782,1, Not Graduate, Yes,7998317,33173033,18,409,20163153,12550024,27892954,7686505, Rejected
5442037,5, Graduate, No,4188494,11250842,18,439,1665584,5044164,15438605,7072676, Rejected
11843549,5, Not Graduate, Yes,1502706,6145157,2,646,2076119,861214,7738865,1832284, Rejected
14263789,3, Not Graduate, Yes,4117415,13252732,16,410,14939299,1513161,19320387,7930469, Rejected
3864585,0, Not Graduate, No,3938502,10534058,8,858,17984733,4237974,7996239,2072796, Approved
2910626,5, Graduate, Yes,6119062,10078149,10,746,44712,6708163,12243393,4409610, Approved
6422344,5, Graduate, Yes,7031707,22211624,18,687,8816093,374059,23853411,7287263, Approved
16515076,2, Not Graduate, Yes,4818885,23018781,4,806,1110513,5863876,18292643,4421955, Approved
3896756,1, Graduate, Yes,937481,1524559,2,345,635771,595595,1116115,803822, Approved
3263138,4, Not Graduate, No,1633316,9713015,14,839,12351776,5508719,13312756,1208533, Approved
287044,3, Not Graduate, Yes,7212408,10097668,18,474,5286502,11280559,15713112,5903476, Approved
15727038,0, Graduate, Yes,8767525,28410528,18,630,20396109,8687171,30614426,8570293, Approved
4590617,0, Graduate, No,5403561,10379881,8,588,3937204,1586281,5756060,7489179, Rejected
9635121,0, Not Graduate, No,5028068,5967931,12,752,756535,158372,10193309,4282241, Rejected
6661690,0, Not Graduate, No,6761418,18433619,12,895,2368127,1521854,18676838,2043856, Rejected
4279020,1, Not Graduate, No,3415145,13420303,12,316,18828010,9026765,6591058,6359807, Rejected
15709168,4, Not Graduate, No,4114427,10764472,14,644,2066349,5669645,14096035,2458235, Rejected
10226433,2, Not Graduate, Yes,8561648,23150197,6,857,10300592,14226359,26823690,10138013, Approved
15142267,2, Not Graduate, No,9633515,33024608,4,466,28067407,13539511,34071490,7368284, Rejected
10302152,2, Graduate, No,4536356,7866663,2,331,2712219,1420036,8713726,6218264, Rejected
1663193,2, Graduate, No,5962077,16481480,2,697,11933912,11843528,24084580,7016590, Approved
1318145,3, Not Graduate, No,597650,3139024,14,815,11186613,3486352,4684159,241447, Approved
9586230,5, Not Graduate, Yes,6320681,16140460,6,873,1638167,7236473,14884217,4900428, Approved
13733399,3, Graduate, Yes,9462941,33877531,4,720,20265721,13019776,31547454,10676164, Rejected
7047711,3, Graduate, No,4405470,6588843,20,308,1859142,6902143,13673173,6936160, Rejected
7601831,2, Graduate, No,6984689,14578140,16,886,9191020,8828809,22376248,5058247, Approved
5972203,5, Not Graduate, Yes,1411684,5839994,2,397,1361109,5079682,4260579,2013256, Approved
525717,4, Not Graduate, Yes,1235243,7104651,4,626,8265425,56202,7536448,1939527, Approved
275204,2, Not Graduate, No,2789548,11221486,20,884,-13426,5369641,6524632,4660086, Approved
13711383,0, Not Graduate, No,928916,1960664,20,712,253411,553244,1781986,150841, Approved
11092371,2, Not Graduate, No,4463262,12258287,14,484,1852027,2207972,12306313,3893814, Rejected
13476503,1, Not Graduate, No,3239567,5876746,2,503,581213,4716495,7676720,1726734, Approved
66884,0, Not Graduate, Yes,2882074,4602358,12,426,14740101,4830978,7623494,4616238, Rejected
190787,5, Not Graduate, Yes,9276293,33604119,18,852,1573474,8748919,27965635,11623859, Approved
15322142,5, Graduate, No,4726684,14220804,4,806,6516159,6482455,13727050,4510241, Approved
4838381,1, Graduate, Yes,6770181,16161893,18,415,13582469,12919071,14417521,6581807, Rejected
7765048,0, Not Graduate, Yes,1751373,4798010,4,671,255668,900694,7977182,639543, Approved
5797692,1, Graduate, No,2978907,3940537,18,627,3736482,664945,20488882,506864, Rejected
6528544,4, Graduate, Yes,4771773,16429434,20,512,1766342,3638898,8872347,1744565, Approved
7785912,5, Not Graduate, No,4152031,7839109,12,491,4094560,3206178,13776004,3461273, Rejected
4748381,3, Graduate, Yes,4578238,9642796,4,367,2898768,3280779,8375645,5272731, Rejected
3097994,5, Not Graduate, Yes,8859958,30262668,20,710,3240098,6592311,28221280,7982165, Approved
4704620,0, Graduate, No,4598570,7294419,8,674,2309928,6207847,7557054,3356714, Approved
5721308,4, Graduate, Yes,2136567,15392750,18,875,4509343,2269098,5467557,2394546, Approved
